director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
AngLee,KevinRankin,RegiDavis,CeliaWeston,action sci-fi,Hulk,KevinRankin RegiDavis CeliaWeston AngLee action sci-fi
JonM.Chu,ChanningTatum,DwayneJohnson,ElodieYung,action adventure sci-fi thriller,G.I. Joe: Retaliation,ChanningTatum DwayneJohnson ElodieYung JonM.Chu action adventure sci-fi thriller
BreckEisner,MatthewMcConaughey,RainnWilson,DelroyLindo,action adventure comedy thriller,Sahara,MatthewMcConaughey RainnWilson DelroyLindo BreckEisner action adventure comedy thriller
HironobuSakaguchi,SteveBuscemi,Ming-NaWen,JeanSimmons,action adventure animation fantasy romance sci-fi,Final Fantasy: The Spirits Within,SteveBuscemi Ming-NaWen JeanSimmons HironobuSakaguchi action adventure animation fantasy romance sci-fi
JoeJohnston,ChrisEvans,DominicCooper,HayleyAtwell,action adventure sci-fi,Captain America: The First Avenger,ChrisEvans DominicCooper HayleyAtwell JoeJohnston action adventure sci-fi
MichaelApted,ColinSalmon,MariaGraziaCucinotta,DesmondLlewelyn,action adventure thriller,The World Is Not Enough,ColinSalmon MariaGraziaCucinotta DesmondLlewelyn MichaelApted action adventure thriller
PeterWeir,JamesD'Arcy,LeeIngleby,DavidThrelfall,action adventure drama history war,Master and Commander: The Far Side of the World,JamesD'Arcy LeeIngleby DavidThrelfall PeterWeir action adventure drama history war
GeorgeMiller,RobinWilliams,BradPitt,Common,animation comedy family musical,Happy Feet 2,RobinWilliams BradPitt Common GeorgeMiller animation comedy family musical
LouisLeterrier,TyBurrell,PeterMensah,WilliamHurt,action adventure sci-fi,The Incredible Hulk,TyBurrell PeterMensah WilliamHurt LouisLeterrier action adventure sci-fi
LouisLeterrier,DonJohnson,PhilipMichaelThomas,JohnDiehl,action crime drama mystery thriller,Miami Vice            ,DonJohnson PhilipMichaelThomas JohnDiehl LouisLeterrier action crime drama mystery thriller
StevenSpielberg,MarkRylance,PenelopeWilton,RafeSpall,adventure family fantasy,The BFG,MarkRylance PenelopeWilton RafeSpall StevenSpielberg adventure family fantasy
AlejandroG.Iñárritu,LeonardoDiCaprio,TomHardy,LukasHaas,adventure drama thriller western,The Revenant,LeonardoDiCaprio TomHardy LukasHaas AlejandroG.Iñárritu adventure drama thriller western
DavidSoren,RyanReynolds,SnoopDogg,BenSchwartz,adventure animation comedy family sport,Turbo,RyanReynolds SnoopDogg BenSchwartz DavidSoren adventure animation comedy family sport
GoreVerbinski,JohnnyDepp,RayWinstone,StephenRoot,adventure animation comedy family western,Rango,JohnnyDepp RayWinstone StephenRoot GoreVerbinski adventure animation comedy family western
EricDarnell,BenedictCumberbatch,AnnetMahendru,AndyRichter,adventure animation comedy family,Penguins of Madagascar,BenedictCumberbatch AnnetMahendru AndyRichter EricDarnell adventure animation comedy family
PaulGreengrass,MattDamon,EdgarRamírez,AlbertFinney,action mystery thriller,The Bourne Ultimatum,MattDamon EdgarRamírez AlbertFinney PaulGreengrass action mystery thriller
MarkOsborne,AngelinaJoliePitt,WayneKnight,DanFogler,action adventure animation comedy family,Kung Fu Panda,AngelinaJoliePitt WayneKnight DanFogler MarkOsborne action adventure animation comedy family
PeytonReed,JudyGreer,HayleyAtwell,T.I.,action adventure comedy sci-fi,Ant-Man,JudyGreer HayleyAtwell T.I. PeytonReed action adventure comedy sci-fi
FrancisLawrence,JenniferLawrence,JoshHutcherson,SandraEllisLafferty,adventure sci-fi thriller,The Hunger Games: Catching Fire,JenniferLawrence JoshHutcherson SandraEllisLafferty FrancisLawrence adventure sci-fi thriller
BillCondon,RobertPattinson,KristenStewart,TaylorLautner,adventure drama fantasy romance,The Twilight Saga: Breaking Dawn - Part 2,RobertPattinson KristenStewart TaylorLautner BillCondon adventure drama fantasy romance
StevenSpielberg,TomCruise,LisaAnnWalter,RickGonzalez,adventure sci-fi thriller,War of the Worlds,TomCruise LisaAnnWalter RickGonzalez StevenSpielberg adventure sci-fi thriller
MichaelBay,WillSmith,HenryRollins,JordiMollà,action comedy crime thriller,Bad Boys II,WillSmith HenryRollins JordiMollà MichaelBay action comedy crime thriller
ChrisMiller,SalmaHayek,ConstanceMarie,AmySedaris,action adventure animation comedy family fantasy,Puss in Boots,SalmaHayek ConstanceMarie AmySedaris ChrisMiller action adventure animation comedy family fantasy
PhillipNoyce,AngelinaJoliePitt,AndreBraugher,AugustDiehl,action crime mystery thriller,Salt,AngelinaJoliePitt AndreBraugher AugustDiehl PhillipNoyce action crime mystery thriller
DarrenAronofsky,AnthonyHopkins,EmmaWatson,LoganLerman,action adventure drama,Noah,AnthonyHopkins EmmaWatson LoganLerman DarrenAronofsky action adventure drama
StevenSpielberg,TobyJones,MackenzieCrook,TonyCurran,action adventure family mystery,The Adventures of Tintin,TobyJones MackenzieCrook TonyCurran StevenSpielberg action adventure family mystery
AlfonsoCuarón,DanielRadcliffe,GaryOldman,RupertGrint,adventure family fantasy mystery,Harry Potter and the Prisoner of Azkaban,DanielRadcliffe GaryOldman RupertGrint AlfonsoCuarón adventure family fantasy mystery
BazLuhrmann,EssieDavis,BryanBrown,EddieBaroo,adventure drama romance war,Australia,EssieDavis BryanBrown EddieBaroo BazLuhrmann adventure drama romance war
M.NightShyamalan,WillSmith,ZoëKravitz,GlennMorshower,action adventure sci-fi,After Earth,WillSmith ZoëKravitz GlennMorshower M.NightShyamalan action adventure sci-fi
EricLeighton,AlfreWoodard,D.B.Sweeney,DellaReese,adventure animation family thriller,Dinosaur,AlfreWoodard D.B.Sweeney DellaReese EricLeighton adventure animation family thriller
MattBirch,RupertGrint,DaveLegeno,RalphIneson,action fantasy,Harry Potter and the Deathly Hallows: Part II,RupertGrint DaveLegeno RalphIneson MattBirch action fantasy
ShawnLevy,RobinWilliams,RamiMalek,SteveCoogan,adventure comedy family fantasy,Night at the Museum: Secret of the Tomb,RobinWilliams RamiMalek SteveCoogan ShawnLevy adventure comedy family fantasy
TomMcGrath,J.K.Simmons,BradPitt,WillFerrell,action animation comedy family sci-fi,Megamind,J.K.Simmons BradPitt WillFerrell TomMcGrath action animation comedy family sci-fi
ChrisColumbus,DanielRadcliffe,FionaShaw,VerneTroyer,adventure family fantasy,Harry Potter and the Sorcerer's Stone,DanielRadcliffe FionaShaw VerneTroyer ChrisColumbus adventure family fantasy
RobertSchwentke,RyanReynolds,JeffBridges,StephanieSzostak,action comedy fantasy,R.I.P.D.,RyanReynolds JeffBridges StephanieSzostak RobertSchwentke action comedy fantasy
HideakiAnno,MarkChinnery,Shin'yaTsukamoto,AtsukoMaeda,action adventure drama horror sci-fi,Godzilla Resurgence,MarkChinnery Shin'yaTsukamoto AtsukoMaeda HideakiAnno action adventure drama horror sci-fi
GoreVerbinski,JohnnyDepp,OrlandoBloom,JackDavenport,action adventure fantasy,Pirates of the Caribbean: The Curse of the Black Pearl,JohnnyDepp OrlandoBloom JackDavenport GoreVerbinski action adventure fantasy
MattBirch,RupertGrint,TobyJones,AlfredEnoch,fantasy,Harry Potter and the Deathly Hallows: Part I,RupertGrint TobyJones AlfredEnoch MattBirch fantasy
FrancisLawrence,JenniferLawrence,PhilipSeymourHoffman,JoshHutcherson,adventure sci-fi thriller,The Hunger Games: Mockingjay - Part 1,JenniferLawrence PhilipSeymourHoffman JoshHutcherson FrancisLawrence adventure sci-fi thriller
RonHoward,TomHanks,SethGabel,JürgenProchnow,mystery thriller,The Da Vinci Code,TomHanks SethGabel JürgenProchnow RonHoward mystery thriller
CarlosSaldanha,MiguelFerrer,RachelCrow,JeffreyGarcia,adventure animation comedy family musical,Rio 2,MiguelFerrer RachelCrow JeffreyGarcia CarlosSaldanha adventure animation comedy family musical
BryanSinger,HughJackman,BruceDavison,AaronStanford,action adventure fantasy sci-fi thriller,X-Men 2,HughJackman BruceDavison AaronStanford BryanSinger action adventure fantasy sci-fi thriller
JustinLin,PaulWalker,VinDiesel,DwayneJohnson,action crime thriller,Fast Five,PaulWalker VinDiesel DwayneJohnson JustinLin action crime thriller
GuyRitchie,RobertDowneyJr.,EddieMarsan,PaulAnderson,action adventure crime mystery thriller,Sherlock Holmes: A Game of Shadows,RobertDowneyJr. EddieMarsan PaulAnderson GuyRitchie action adventure crime mystery thriller
JohnMcTiernan,TonyCurran,VladimirKulich,CliveRussell,action adventure history,The 13th Warrior,TonyCurran VladimirKulich CliveRussell JohnMcTiernan action adventure history
TonyGilroy,JeremyRenner,ScottGlenn,StacyKeach,action adventure thriller,The Bourne Legacy,JeremyRenner ScottGlenn StacyKeach TonyGilroy action adventure thriller
JoelSchumacher,MichaelGough,VivicaA.Fox,JohnGlover,action,Batman & Robin,MichaelGough VivicaA.Fox JohnGlover JoelSchumacher action
RonHoward,ClintHoward,T.J.Thyne,MollyShannon,comedy family fantasy,How the Grinch Stole Christmas,ClintHoward T.J.Thyne MollyShannon RonHoward comedy family fantasy
RolandEmmerich,JakeGyllenhaal,DennisQuaid,SelaWard,action adventure sci-fi thriller,The Day After Tomorrow,JakeGyllenhaal DennisQuaid SelaWard RolandEmmerich action adventure sci-fi thriller
JohnWoo,TomCruise,DougrayScott,RichardRoxburgh,action adventure thriller,Mission: Impossible II,TomCruise DougrayScott RichardRoxburgh JohnWoo action adventure thriller
WolfgangPetersen,KarenAllen,MaryElizabethMastrantonio,BobGunton,action adventure drama thriller,The Perfect Storm,KarenAllen MaryElizabethMastrantonio BobGunton WolfgangPetersen action adventure drama thriller
TimStory,ChrisEvans,IoanGruffudd,AndreBraugher,action adventure sci-fi thriller,Fantastic 4: Rise of the Silver Surfer,ChrisEvans IoanGruffudd AndreBraugher TimStory action adventure sci-fi thriller
AngLee,SurajSharma,RafeSpall,Tabu,adventure drama fantasy,Life of Pi,SurajSharma RafeSpall Tabu AngLee adventure drama fantasy
MarkStevenJohnson,NicolasCage,MattLong,PeterFonda,action fantasy thriller,Ghost Rider,NicolasCage MattLong PeterFonda MarkStevenJohnson action fantasy thriller
PaulGreengrass,MattDamon,RizAhmed,AtoEssandoh,action thriller,Jason Bourne,MattDamon RizAhmed AtoEssandoh PaulGreengrass action thriller
McG,DemiMoore,BernieMac,JustinTheroux,action adventure comedy crime,Charlie's Angels: Full Throttle,DemiMoore BernieMac JustinTheroux McG action adventure comedy crime
RidleyScott,MichaelFassbender,CharlizeTheron,SeanHarris,adventure mystery sci-fi,Prometheus,MichaelFassbender CharlizeTheron SeanHarris RidleyScott adventure mystery sci-fi
RobMinkoff,NathanLane,BradGarrett,MelanieGriffith,adventure animation comedy family fantasy,Stuart Little 2,NathanLane BradGarrett MelanieGriffith RobMinkoff adventure animation comedy family fantasy
NeillBlomkamp,MattDamon,SharltoCopley,AliceBraga,action drama sci-fi thriller,Elysium,MattDamon SharltoCopley AliceBraga NeillBlomkamp action drama sci-fi thriller
DavidTwohy,VinDiesel,AlexaDavalos,ChristinaCox,action adventure sci-fi thriller,The Chronicles of Riddick,VinDiesel AlexaDavalos ChristinaCox DavidTwohy action adventure sci-fi thriller
LanaWachowski,ScottPorter,KickGurry,NicholasElia,action family sport,Speed Racer,ScottPorter KickGurry NicholasElia LanaWachowski action family sport
JamesL.Brooks,ShelleyConn,DomenickLombardozzi,TeyonahParris,comedy drama romance,How Do You Know,ShelleyConn DomenickLombardozzi TeyonahParris JamesL.Brooks comedy drama romance
JamesMangold,TomCruise,MarcBlucas,JordiMollà,action comedy romance,Knight and Day,TomCruise MarcBlucas JordiMollà JamesMangold action comedy romance
JosephKosinski,MorganFreeman,TomCruise,ZoëBell,action adventure mystery sci-fi,Oblivion,MorganFreeman TomCruise ZoëBell JosephKosinski action adventure mystery sci-fi
GeorgeLucas,NataliePortman,ChristopherLee,HaydenChristensen,action adventure fantasy sci-fi,Star Wars: Episode III - Revenge of the Sith,NataliePortman ChristopherLee HaydenChristensen GeorgeLucas action adventure fantasy sci-fi
GeorgeLucas,NataliePortman,ChristopherLee,HaydenChristensen,action adventure fantasy sci-fi,Star Wars: Episode II - Attack of the Clones,NataliePortman ChristopherLee HaydenChristensen GeorgeLucas action adventure fantasy sci-fi
PeteDocter,SteveBuscemi,JohnRatzenberger,JamesCoburn,adventure animation comedy family fantasy,"Monsters, Inc.",SteveBuscemi JohnRatzenberger JamesCoburn PeteDocter adventure animation comedy family fantasy
JamesMangold,HughJackman,TaoOkamoto,RilaFukushima,action adventure sci-fi thriller,The Wolverine,HughJackman TaoOkamoto RilaFukushima JamesMangold action adventure sci-fi thriller
GeorgeLucas,NataliePortman,LiamNeeson,IanMcDiarmid,action adventure fantasy sci-fi,Star Wars: Episode I - The Phantom Menace,NataliePortman LiamNeeson IanMcDiarmid GeorgeLucas action adventure fantasy sci-fi
KirkDeMicco,RyanReynolds,EmmaStone,NicolasCage,adventure animation comedy family fantasy,The Croods,RyanReynolds EmmaStone NicolasCage KirkDeMicco adventure animation comedy family fantasy
FrédéricForestier,AlainDelon,SantiagoSegura,VanessaHessler,adventure comedy family fantasy,Asterix at the Olympic Games,AlainDelon SantiagoSegura VanessaHessler FrédéricForestier adventure comedy family fantasy
JohnWoo,NicolasCage,RogerWillie,NoahEmmerich,action drama war,Windtalkers,NicolasCage RogerWillie NoahEmmerich JohnWoo action drama war
CedricNicolas-Troyan,ChrisHemsworth,SamClaflin,CharlizeTheron,action adventure drama fantasy,The Huntsman: Winter's War,ChrisHemsworth SamClaflin CharlizeTheron CedricNicolas-Troyan action adventure drama fantasy
AlfonsoCuarón,PhaldutSharma,BasherSavage,AmyWarren,adventure drama sci-fi thriller,Gravity,PhaldutSharma BasherSavage AmyWarren AlfonsoCuarón adventure drama sci-fi thriller
RogerDonaldson,JamieRenéeSmith,GrantHeslov,TziMa,action adventure thriller,Dante's Peak,JamieRenéeSmith GrantHeslov TziMa RogerDonaldson action adventure thriller
DaveGreen,StephenAmell,NoelFisher,BradGarrett,action adventure comedy sci-fi,Teenage Mutant Ninja Turtles: Out of the Shadows,StephenAmell NoelFisher BradGarrett DaveGreen action adventure comedy sci-fi
ShawnLevy,RobinWilliams,RamiMalek,SteveCoogan,action adventure comedy family fantasy,Night at the Museum,RobinWilliams RamiMalek SteveCoogan ShawnLevy action adventure comedy family fantasy
BradPeyton,DwayneJohnson,IoanGruffudd,ArchiePanjabi,action adventure drama thriller,San Andreas,DwayneJohnson IoanGruffudd ArchiePanjabi BradPeyton action adventure drama thriller
RogerSpottiswoode,VincentSchiavelli,ColinSalmon,JoeDonBaker,action adventure thriller,Tomorrow Never Dies,VincentSchiavelli ColinSalmon JoeDonBaker RogerSpottiswoode action adventure thriller
RolandEmmerich,HeathLedger,AdamBaldwin,TomWilkinson,action drama history war,The Patriot,HeathLedger AdamBaldwin TomWilkinson RolandEmmerich action drama history war
StevenSoderbergh,BradPitt,JuliaRoberts,MiniAnden,crime thriller,Ocean's Twelve,BradPitt JuliaRoberts MiniAnden StevenSoderbergh crime thriller
DougLiman,BradPitt,AngelinaJoliePitt,StephanieMarch,action comedy crime romance thriller,Mr. & Mrs. Smith,BradPitt AngelinaJoliePitt StephanieMarch DougLiman action comedy crime romance thriller
RobertSchwentke,KateWinslet,TheoJames,MekhiPhifer,adventure sci-fi thriller,Insurgent,KateWinslet TheoJames MekhiPhifer RobertSchwentke adventure sci-fi thriller
MartinScorsese,LeonardoDiCaprio,AdamScott,FrancesConroy,biography drama,The Aviator,LeonardoDiCaprio AdamScott FrancesConroy MartinScorsese biography drama
RobLetterman,JamesCorden,CatherineTate,OllyAlexander,adventure comedy family fantasy,Gulliver's Travels,JamesCorden CatherineTate OllyAlexander RobLetterman adventure comedy family fantasy
MichelGondry,ChristophWaltz,TomWilkinson,ChadL.Coleman,action comedy crime sci-fi thriller,The Green Hornet,ChristophWaltz TomWilkinson ChadL.Coleman MichelGondry action comedy crime sci-fi thriller
MichelGondry,GeorgePeppard,DirkBenedict,DwightSchultz,action adventure crime,The A-Team            ,GeorgePeppard DirkBenedict DwightSchultz MichelGondry action adventure crime
NoamMurro,EvaGreen,SullivanStapleton,PeterMensah,action drama fantasy war,300: Rise of an Empire,EvaGreen SullivanStapleton PeterMensah NoamMurro action drama fantasy war
RajaGosnell,MahadeoShivraj,TimGunn,MadisonMcKinley,adventure animation comedy family fantasy,The Smurfs,MahadeoShivraj TimGunn MadisonMcKinley RajaGosnell adventure animation comedy family fantasy
WillFinn,SteveBuscemi,RoseanneBarr,G.W.Bailey,animation comedy family music western,Home on the Range,SteveBuscemi RoseanneBarr G.W.Bailey WillFinn animation comedy family music western
RobertSchwentke,NaomiWatts,TheoJames,ZoëKravitz,action adventure mystery sci-fi thriller,Allegiant,NaomiWatts TheoJames ZoëKravitz RobertSchwentke action adventure mystery sci-fi thriller
ShawnLevy,HughJackman,ToreyMichaelAdkins,OlgaFonda,action drama sci-fi sport,Real Steel,HughJackman ToreyMichaelAdkins OlgaFonda ShawnLevy action drama sci-fi sport
RajaGosnell,JacobTremblay,NancyO'Dell,VanessaMatsui,adventure animation comedy family fantasy,The Smurfs 2,JacobTremblay NancyO'Dell VanessaMatsui RajaGosnell adventure animation comedy family fantasy
JandeBont,JasonPatric,TemueraMorrison,LoisChiles,action crime romance thriller,Speed 2: Cruise Control,JasonPatric TemueraMorrison LoisChiles JandeBont action crime romance thriller
